,text,airline_sentiment,demoji,cleaned,no_sw,wo_stopfreq,wo_stopfreq_lem
9080,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,negative,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS, hey!! yeah last time i got a phone call when flight was cancelled flightled from dca to bos,hey!! time phone call flight cancelled flightled dca bos,hey!! time phone flightled dca bos,hey!! time phone flightled dca bos
9081,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.,negative,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection., you should be prepared for weather. all i want to do is find out if i can take train to phl to catch my connection.,prepared weather. find train phl catch connection.,prepared weather. find train phl catch connection.,prepared weather. find train phl catch connection.
9082,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",negative,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?"," when you are deciding to wreck a vacation... is losing luggage from a cancelled flighted flight your ""go to"" maneuver?","deciding wreck vacation... losing luggage cancelled flighted flight ""go to"" maneuver?","deciding wreck vacation... losing luggage flighted ""go to"" maneuver?","deciding wreck vacation... losing luggage flighted ""go to"" maneuver?"
9084,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable.",negative,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable."," been on hold for 40 minutes, calling because my flight is delayed. this type of service in not acceptable.","hold 40 minutes, calling flight delayed. type service acceptable.","40 minutes, calling delayed. type acceptable.","40 minutes, calling delayed. type acceptable."
9085,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full,negative,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full, been on hold for 2 hours for something which i could have done in less than 1 minute if it was available.your site ux is awe full,hold 2 hours 1 minute available.your site ux awe full,1 minute available.your site ux awe full,1 minute available.your site ux awe full
9086,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,negative,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50., then drop your fee! $150 ($300rt!!!!) makes no sense; most eu airlines charge $0. charges a reasonable $50.,drop fee! $150 ($300rt!!!!) makes sense; airlines charge $0. charges reasonable $50.,drop fee! $150 ($300rt!!!!) makes sense; airlines charge $0. charges reasonable $50.,drop fee! $150 ($300rt!!!!) makes sense; airlines charge $0. charges reasonable $50.
9087,@USAirways i understand that but i should still be able to view my reservation online....,negative,@USAirways i understand that but i should still be able to view my reservation online...., i understand that but i should still be able to view my reservation online....,understand view reservation online....,understand view reservation online....,understand view reservation online....
9088,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,negative,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU, another fiasco at national. forever from jet to gate on 8:05am flight from rdu,fiasco national. forever jet gate 8:05am flight rdu,fiasco national. forever jet gate 8:05am rdu,fiasco national. forever jet gate 8:05am rdu
9089,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",negative,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?"," - good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?","- phone customer service impaired due ""bad weather"" week ago #jetblueanyone?","- phone impaired due ""bad weather"" week ago #jetblueanyone?","- phone impaired due ""bad weather"" week ago #jetblueanyone?"
9090,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather….call back Late Flightr""  #outofbusiness ?",negative,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather….call back Late Flightr""  #outofbusiness ?"," ok we are on day 11 trying to book a flight for 4. ur system still says ""due to weather….call back late flightr"" #outofbusiness ?","day 11 book flight 4. ur system ""due weather….call back late flightr"" #outofbusiness ?","day 11 book 4. ur system ""due weather….call back late flightr"" #outofbusiness ?","day 11 book 4. ur system ""due weather….call back late flightr"" #outofbusiness ?"
9091,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.,negative,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you., thanks again for ruiningmy vacation. you all are the best for this. could not have done it without you.,ruiningmy vacation. this. you.,ruiningmy vacation. this. you.,ruiningmy vacation. this. you.
9092,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,negative,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!, our honeymoon was delayed a day because a gas cap was not screwed on! flight 1801- so frustrating!,honeymoon delayed day gas cap screwed on! flight 1801- frustrating!,honeymoon delayed day gas cap screwed on! 1801- frustrating!,honeymoon delayed day gas cap screwed on! 1801- frustrating!
9093,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,negative,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out., your policy needs a serious revision for babies. fortunately i have choices and choose from here on out.,policy revision babies. fortunately choices choose out.,policy revision babies. fortunately choices choose out.,policy revision babies. fortunately choices choose out.
9094,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.,negative,@USAirways still ignoring my question. #USAirways consistently providing poor customer service., still ignoring my question. #usairways consistently providing poor customer service.,ignoring question. #usairways consistently providing poor customer service.,ignoring question. #usairways consistently providing poor service.,ignoring question. #usairways consistently providing poor service.
9095,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,negative,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek, they have all of this at hotels. still do not have my work folder or business casual clothes. #worst http://t.co/jieycat1ek,hotels. work folder business casual clothes. #worst http://t.co/jieycat1ek,hotels. work folder business casual clothes. #worst http://t.co/jieycat1ek,hotels. work folder business casual clothes. #worst http://t.co/jieycat1ek
